Token, Language, Named Entity, Eng-NGram Prob, Spn-NGram Prob, HMM Prob
",Punct,O,N/A,N/A,N/A
”,Eng,O/ORG,-6.51619307604,-6.51619307604,0.452123552124
Hispamérica:89,Spn,O/ORG,-12.8506372772,-10.5208735249,0.0921492921493
(,Punct,O,N/A,N/A,N/A
2001,Spn,O/ORG,-4.46866175629,-1.33585918058,0.363577863578
),Punct,O,N/A,N/A,N/A
",Punct,O,N/A,N/A,N/A
87–94,Spn,O,-16.0520716667,-14.1280442289,0.363577863578
;,Punct,O,N/A,N/A,N/A
“,Eng,O/ORG,-6.51619307604,-6.51619307604,0.0921492921493
Anniversary,Eng,O/ORG,29.9914922838,-0.486074212174,0.452123552124
Crónica,Spn,O/ORG,-5.16572128858,8.25729484954,0.0921492921493
",Punct,O,N/A,N/A,N/A
”,Eng,O,-6.51619307604,-6.51619307604,0.0921492921493
el,Spn,O,12.8307496608,20.3546840988,0.0921492921493
andar(September,Eng,O,21.1650783745,-13.4587437717,0.0921492921493
2002,Spn,O,-2.67690228706,1.43672954166,0.0921492921493
),Punct,O,N/A,N/A,N/A
",Punct,O,N/A,N/A,N/A
55–57,Spn,O,-14.3895239289,-12.1961381279,0.363577863578
;,Punct,O,N/A,N/A,N/A
“,Eng,O/ORG,-6.51619307604,-6.51619307604,0.0921492921493
Axolotl,Eng,O/ORG,-10.8485229599,-13.9773649584,0.452123552124
Crónica,Spn,O/ORG,-5.16572128858,8.25729484954,0.0921492921493
",Punct,O,N/A,N/A,N/A
”,Eng,O,-6.51619307604,-6.51619307604,0.0921492921493
Letras,Spn,O/ORG,7.91976779487,19.2898678525,0.0921492921493
FemeninasIX:2,Spn,O/ORG,-19.0047935876,-12.5909555999,0.363577863578
(,Punct,O,N/A,N/A,N/A
2003,Eng,O/ORG,-2.27143717895,-1.33585918058,0.0921492921493
),Punct,O,N/A,N/A,N/A
",Punct,O,N/A,N/A,N/A
185–189,Spn,O,-17.0656469126,-14.3207351182,0.0921492921493
;,Punct,O,N/A,N/A,N/A
“,Spn,O,-6.51619307604,-6.51619307604,0.363577863578
Flora,Spn,O/PERS,13.8425867962,11.8472563171,0.363577863578
y,Spn,O,9.49071276858,13.3354107177,0.363577863578
Fauna,Eng,O/ORG,7.03113420412,2.83935810139,0.0921492921493
Crónica,Spn,O/ORG,-5.16572128858,8.25729484954,0.0921492921493
",Punct,O,N/A,N/A,N/A
”,Eng,O,-6.51619307604,-6.51619307604,0.0921492921493
Portal,Spn,O,17.7472549248,25.0116152178,0.0921492921493
:,Punct,O,N/A,N/A,N/A
Journal,Eng,O/ORG,20.8091959036,-3.4608319046,0.0921492921493
of,Eng,O/ORG,24.2129419658,8.38657685144,0.452123552124
Multidisciplinary,Eng,O/ORG,13.2082332384,-6.68674085333,0.452123552124
International,Eng,O/ORG,60.5211867066,22.3246875091,0.452123552124
Studies,Eng,O/ORG,28.9656778295,4.19903413247,0.452123552124
(,Punct,O,N/A,N/A,N/A
January,Eng,O/ORG,17.5284264334,-5.64476197861,0.452123552124
2004,Spn,O/ORG,-4.46866175629,0.455900288652,0.0921492921493
),Punct,O,N/A,N/A,N/A
.,Punct,O,N/A,N/A,N/A
I,Eng,O,17.8994570652,7.18059700701,0.0921492921493
am,Eng,O,17.925277674,9.73847561876,0.452123552124
grateful,Eng,O,21.1684615173,0.0668666644528,0.452123552124
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
have,Eng,O,37.423951585,9.35655377558,0.452123552124
been,Eng,O,32.4117931892,2.48393276152,0.452123552124
invited,Eng,O,26.0780621318,11.0103434674,0.452123552124
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
present/perform,Eng,O,22.5212658429,3.6000364252,0.452123552124
various,Eng,O,25.7094342322,9.16567426362,0.452123552124
chapters,Eng,O,23.1551393287,3.13639329122,0.452123552124
of,Eng,O,24.2129419658,8.38657685144,0.452123552124
this,Eng,O,38.6553078008,5.48340823208,0.452123552124
book,Eng,O,25.1364927349,3.68494369771,0.452123552124
while,Eng,O,33.9521608826,-0.376993469465,0.452123552124
it,Eng,O,25.1994714489,5.73644785319,0.452123552124
was,Eng,O,30.4398684094,2.22617710082,0.452123552124
very,Eng,O,27.9367542041,17.271240839,0.452123552124
much,Eng,O,30.1771535263,21.6895173518,0.452123552124
a,Eng,O,17.3258830744,14.3289979261,0.452123552124
work,Eng,O,32.6856504924,-2.48720666981,0.452123552124
in,Eng,O,24.4634706325,11.0915247383,0.452123552124
progress,Eng,O,36.3219464277,13.1425474854,0.452123552124
.,Punct,O,N/A,N/A,N/A
For,Eng,O,28.3647832078,11.7395374159,0.452123552124
giving,Eng,O,30.5849885657,-5.6410169402,0.452123552124
me,Eng,O,20.4125145712,19.8593917724,0.452123552124
this,Eng,O,38.6553078008,5.48340823208,0.452123552124
opportunity,Eng,O,40.3135156586,-8.77868247401,0.452123552124
I,Eng,O/OTROS,17.8994570652,7.18059700701,0.452123552124
thank,Eng,O,38.2159797482,7.55426603007,0.452123552124
Tiffany,Eng,PERSON/PERS,8.89697405272,-5.0560632336,0.452123552124
A.,Eng,PERSON/PERS,5.36191702253,5.22183862829,0.452123552124
López,Spn,PERSON/PERS,-8.29254801546,11.0340765615,0.0921492921493
",Punct,O,N/A,N/A,N/A
who,Eng,O,26.8346661196,-0.235257192786,0.0921492921493
organized,Eng,O,33.5691441313,3.66150739761,0.452123552124
the,Eng,O,36.4407946419,10.3298892733,0.452123552124
conference,Eng,O,41.4591417802,23.1046548086,0.452123552124
“,Eng,O,-6.51619307604,-6.51619307604,0.452123552124
Revolution,Eng,O/OTROS,33.3218866252,3.39725693122,0.452123552124
&,Punct,O,N/A,N/A,N/A
Resistance,Eng,O/OTROS,34.6377928191,15.2530610173,0.452123552124
:,Punct,O,N/A,N/A,N/A
The,Eng,O/ORG,36.4407946419,10.3298892733,0.452123552124
State,Eng,O/ORG,33.9319739881,9.60846290977,0.452123552124
of,Eng,O/ORG,24.2129419658,8.38657685144,0.452123552124
Chicana/o,Eng,O/ORG,7.04498260002,9.86661166152,0.452123552124
Art,Eng,O/ORG,19.9646603802,12.2472650486,0.452123552124
&,Punct,O,N/A,N/A,N/A
Activism,Eng,O/ORG,20.1326270255,8.09563870645,0.452123552124
at,Eng,O/ORG,21.6092487314,9.327932083,0.452123552124
the,Eng,O/ORG,36.4407946419,10.3298892733,0.452123552124
University,Eng,ORGANIZATION/ORG,40.545592657,14.0100425702,0.452123552124
of,Eng,ORGANIZATION/O,24.2129419658,8.38657685144,0.452123552124
California,Eng,ORGANIZATION/LUG,42.4131513951,21.8529276742,0.452123552124
",Punct,O,N/A,N/A,N/A
Lado,Spn,PERSON/O,10.1866853699,22.3609490198,0.0921492921493
del,Spn,PERSON/O,14.7383783408,24.1311846052,0.363577863578
Río,Spn,PERSON/ORG,-1.9220898204,8.98773897458,0.363577863578
in,Eng,O/ORG,24.4634706325,11.0915247383,0.0921492921493
February,Eng,O/ORG,18.8205750488,-8.18315658901,0.452123552124
2003,Eng,O/ORG,-2.27143717895,-1.33585918058,0.452123552124
I,Eng,O/ORG,17.8994570652,7.18059700701,0.452123552124
also,Eng,O,29.320750431,6.58327024401,0.452123552124
thank,Eng,O,38.2159797482,7.55426603007,0.452123552124
Isabel,Eng,O/PERS,7.55606496319,4.53887472128,0.452123552124
Durán,Eng,O/PERS,5.80279790837,6.16762636773,0.452123552124
",Punct,O,N/A,N/A,N/A
Ana,Eng,PERSON/ORG,15.8229564214,14.3427011639,0.452123552124
Antón-Pacheco,Eng,PERSON/ORG,-15.5784276077,-13.6453333733,0.452123552124
and,Eng,O,34.6599707262,16.3582560041,0.452123552124
Félix,Spn,PERSON/PERS,-8.32871025195,2.32197174811,0.0921492921493
Martín,Spn,PERSON/PERS,9.78619281979,19.5645899797,0.363577863578
for,Eng,O,28.3647832078,11.7395374159,0.0921492921493
inviting,Eng,O,28.603292115,5.3851233152,0.452123552124
me,Eng,O,20.4125145712,19.8593917724,0.452123552124
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
present,Eng,O,33.9348121823,25.7527857239,0.452123552124
at,Eng,O,21.6092487314,9.327932083,0.452123552124
the,Eng,O,36.4407946419,10.3298892733,0.452123552124
Universidad,Eng,ORGANIZATION/ORG,22.6205546819,25.3920567894,0.452123552124
Complutense,Eng,ORGANIZATION/ORG,19.3342985365,13.2944144374,0.452123552124
of,Eng,O/ORG,24.2129419658,8.38657685144,0.452123552124
Madrid,Spn,LOCATION/ORG,5.902188372,19.698931448,0.0921492921493
and,Eng,O/ORG,34.6599707262,16.3582560041,0.0921492921493
also,Eng,O/ORG,29.320750431,6.58327024401,0.452123552124
in,Eng,O/ORG,24.4634706325,11.0915247383,0.452123552124
Victoria,Spn,LOCATION/ORG,15.2849974879,20.9162626925,0.0921492921493
(,Punct,O,N/A,N/A,N/A
Spain,Eng,LOCATION/ORG,17.4549555457,-2.6060160716,0.0921492921493
),Punct,O,N/A,N/A,N/A
in,Eng,O/ORG,24.4634706325,11.0915247383,0.452123552124
April,Eng,O/ORG,17.1613012523,8.52367050874,0.452123552124
2003,Eng,O/ORG,-2.27143717895,-1.33585918058,0.452123552124
I,Eng,O/ORG,17.8994570652,7.18059700701,0.452123552124
am,Eng,O/ORG,17.925277674,9.73847561876,0.452123552124
grateful,Eng,O/ORG,21.1684615173,0.0668666644528,0.452123552124
to,Eng,O/ORG,25.8573893813,12.6868182002,0.452123552124
Ksenija,Eng,PERSON/ORG,-13.5831762035,-18.549427733,0.452123552124
Bilbija,Eng,PERSON/ORG,0.874522546083,-0.277405951348,0.452123552124
",Punct,O,N/A,N/A,N/A
who,Eng,O,26.8346661196,-0.235257192786,0.452123552124
invited,Eng,O,26.0780621318,11.0103434674,0.452123552124
me,Eng,O,20.4125145712,19.8593917724,0.452123552124
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
give,Eng,O,25.294726201,1.85600538885,0.452123552124
two,Eng,O,25.7076273951,4.30520850549,0.452123552124
lectures,Eng,O,21.8526074097,9.48844277258,0.452123552124
on,Eng,O,22.5046277778,7.2126042423,0.452123552124
Argentine,Eng,O/ORG,22.6644282753,12.9242915302,0.452123552124
and,Eng,O/ORG,34.6599707262,16.3582560041,0.452123552124
Chicana,Spn,O/ORG,13.5611756761,20.8371520338,0.0921492921493
poetry,Eng,O/ORG,12.7511641029,4.65099292916,0.0921492921493
at,Eng,O/ORG,21.6092487314,9.327932083,0.452123552124
the,Eng,O/ORG,36.4407946419,10.3298892733,0.452123552124
University,Eng,ORGANIZATION/ORG,40.545592657,14.0100425702,0.452123552124
of,Eng,ORGANIZATION/ORG,24.2129419658,8.38657685144,0.452123552124
Wisconsin–Madison,Eng,ORGANIZATION/ORG,13.1036793491,-32.2702392281,0.452123552124
in,Eng,O/ORG,24.4634706325,11.0915247383,0.452123552124
March,Eng,O/ORG,24.5958277932,18.4756142813,0.452123552124
2004,Spn,O/ORG,-4.46866175629,0.455900288652,0.0921492921493
Thanks,Eng,O/ORG,40.3949576534,1.52358076981,0.0921492921493
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
her,Eng,O,26.3438226538,12.4939274331,0.452123552124
support—and,Eng,O,16.9945924061,-12.9636988389,0.452123552124
that,Eng,O,43.4406015376,6.92541320021,0.452123552124
of,Eng,O,24.2129419658,8.38657685144,0.452123552124
Raphael,Eng,PERSON/PERS,5.6016834497,-2.90670505784,0.452123552124
Kadushin—I,Eng,PERSON/PERS,-14.4681574977,-24.2894767089,0.452123552124
also,Eng,O,29.320750431,6.58327024401,0.452123552124
perfomed,Eng,O,14.3216354658,8.03143877261,0.452123552124
from,Eng,O,30.6676542774,4.96515256355,0.452123552124
Killer,Eng,O/ORG,26.983015098,0.865770915422,0.452123552124
Crónicas,Spn,O/ORG,-8.82928293471,8.03395992898,0.0921492921493
.,Punct,O,N/A,N/A,N/A
Mil,Spn,O,15.4932477975,18.8227694494,0.363577863578
gracias,Spn,O,11.5549190948,34.7789226552,0.363577863578
to,Eng,O,25.8573893813,12.6868182002,0.0921492921493
Ilán,Eng,PERSON/PERS,1.8719853298,1.66137440015,0.452123552124
Stavans,Eng,PERSON/PERS,10.0952459664,-6.18420934075,0.452123552124
",Punct,O,N/A,N/A,N/A
by,Eng,O/ORG,18.2463872813,4.41145465096,0.452123552124
whose,Eng,O/ORG,30.1491676091,-7.15691537694,0.452123552124
invitation,Eng,O/ORG,37.7841231824,9.96615842545,0.452123552124
I,Eng,O/ORG,17.8994570652,7.18059700701,0.452123552124
was,Eng,O,30.4398684094,2.22617710082,0.452123552124
featured,Eng,O,24.5429373939,-7.96594777322,0.452123552124
as,Eng,O,21.478642819,13.3169383138,0.452123552124
a,Eng,O,17.3258830744,14.3289979261,0.452123552124
writer,Eng,O,25.1569152438,-10.1383796787,0.452123552124
at,Eng,O,21.6092487314,9.327932083,0.452123552124
the,Eng,O,36.4407946419,10.3298892733,0.452123552124
International,Eng,ORGANIZATION/ORG,60.5211867066,22.3246875091,0.452123552124
Conference,Eng,ORGANIZATION/ORG,41.4591417802,23.1046548086,0.452123552124
on,Eng,ORGANIZATION/ORG,22.5046277778,7.2126042423,0.452123552124
Spanglish,Eng,ORGANIZATION/ORG,19.7372163617,-9.40007759864,0.452123552124
at,Eng,O/ORG,21.6092487314,9.327932083,0.452123552124
Amherst,Eng,ORGANIZATION/ORG,6.35085736613,-7.24515425191,0.452123552124
College,Eng,ORGANIZATION/ORG,40.2078931529,13.6598709343,0.452123552124
in,Eng,O/ORG,24.4634706325,11.0915247383,0.452123552124
April,Eng,O/ORG,17.1613012523,8.52367050874,0.452123552124
2004,Spn,O/ORG,-4.46866175629,0.455900288652,0.0921492921493
I,Eng,O/ORG,17.8994570652,7.18059700701,0.0921492921493
thank,Eng,O/ORG,38.2159797482,7.55426603007,0.452123552124
the,Eng,O/ORG,36.4407946419,10.3298892733,0.452123552124
National,Eng,ORGANIZATION/ORG,39.2962760997,13.9949896995,0.452123552124
Endowment,Eng,ORGANIZATION/ORG,14.9292394816,-4.87611635562,0.452123552124
for,Eng,ORGANIZATION/ORG,28.3647832078,11.7395374159,0.452123552124
the,Eng,ORGANIZATION/ORG,36.4407946419,10.3298892733,0.452123552124
Humanities,Eng,ORGANIZATION/ORG,29.932937587,6.64766833556,0.452123552124
for,Eng,O/ORG,28.3647832078,11.7395374159,0.452123552124
its,Eng,O/ORG,23.0862688544,0.0804560423681,0.452123552124
financial,Eng,O/ORG,37.3894437094,20.1184039243,0.452123552124
support,Eng,O/ORG,36.4188956715,2.63363667064,0.452123552124
.,Punct,O,N/A,N/A,N/A
The,Eng,O,36.4407946419,10.3298892733,0.452123552124
thirteen-month,Eng,O,33.0809071312,-31.2564402315,0.452123552124
sabbatical,Eng,O,16.7520001586,-0.150347040935,0.452123552124
in,Eng,O,24.4634706325,11.0915247383,0.452123552124
Buenos,Spn,LOCATION/OTROS,7.16731918217,31.6081845578,0.0921492921493
Aires,Eng,LOCATION/OTROS,15.9114510568,10.9637881424,0.0921492921493
(,Punct,O,N/A,N/A,N/A
2000–01,Spn,O,-12.1635098287,-8.9129242173,0.0921492921493
),Punct,O,N/A,N/A,N/A
",Punct,O,N/A,N/A,N/A
partially,Eng,O,41.7779575592,12.2231833697,0.0921492921493
funded,Eng,O,24.9303288567,6.45042574669,0.452123552124
by,Eng,O,18.2463872813,4.41145465096,0.452123552124
an,Eng,O,23.2420046848,11.1126789008,0.452123552124
NEH,Eng,O/ORG,7.47951888474,4.80960313983,0.452123552124
fellowship,Eng,O,24.1218743696,-13.127288014,0.452123552124
for,Eng,O,28.3647832078,11.7395374159,0.452123552124
college,Eng,O,40.2078931529,13.6598709343,0.452123552124
teachers,Eng,O,41.1620422516,4.01680877616,0.452123552124
",Punct,O,N/A,N/A,N/A
sencillamente,Spn,O,-1.25469029838,35.3795412188,0.0921492921493
me,Spn,O,20.4125145712,19.8593917724,0.363577863578
transformó,Spn,O,18.2751618441,18.574509676,0.363577863578
la,Spn,O,15.0596736711,20.7584499854,0.363577863578
vida,Spn,O,6.17152576563,22.8507216712,0.363577863578
y,Spn,O,9.49071276858,13.3354107177,0.363577863578
la,Spn,O,15.0596736711,20.7584499854,0.363577863578
escritura,Spn,O,-2.90152854429,22.3495296881,0.363577863578
.,Punct,O,N/A,N/A,N/A
This,Eng,O,38.6553078008,5.48340823208,0.0921492921493
fellowship,Eng,O,24.1218743696,-13.127288014,0.452123552124
allowed,Eng,O,35.4215883852,6.34405798232,0.452123552124
me,Eng,O,20.4125145712,19.8593917724,0.452123552124
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
realize,Eng,O,40.3527699482,13.0220981866,0.452123552124
a,Eng,O,17.3258830744,14.3289979261,0.452123552124
dream,Eng,O,20.9171208346,1.81819705897,0.452123552124
I’d,Eng,O,-0.329503646327,-3.97998696818,0.452123552124
cherished,Eng,O,17.2397383299,-4.66476109031,0.452123552124
as,Eng,O,21.478642819,13.3169383138,0.452123552124
a,Eng,O,17.3258830744,14.3289979261,0.452123552124
Cortázar-reading,Eng,O/ORG,3.09861215493,-15.6202126978,0.452123552124
teenager,Eng,O,30.765194313,-4.30115027319,0.452123552124
",Punct,O,N/A,N/A,N/A
and,Eng,O,34.6599707262,16.3582560041,0.452123552124
which,Eng,O,36.0630908607,-0.600137020779,0.452123552124
grew,Eng,O,23.9813299019,4.62650336634,0.452123552124
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
the,Eng,O,36.4407946419,10.3298892733,0.452123552124
II,Eng,O/OTROS,8.18608826372,3.60884291013,0.452123552124
fever-pitch,Eng,O,1.20573717174,-16.8727368196,0.452123552124
of,Eng,O,24.2129419658,8.38657685144,0.452123552124
an,Eng,O,23.2420046848,11.1126789008,0.452123552124
obsession,Eng,O,21.7944533259,-1.82464902855,0.452123552124
when,Eng,O,34.9822529317,-3.61113676646,0.452123552124
I,Eng,O/OTROS,17.8994570652,7.18059700701,0.452123552124
began,Eng,O,20.6581074163,1.18749472952,0.452123552124
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
work,Eng,O,32.6856504924,-2.48720666981,0.452123552124
on,Eng,O,22.5046277778,7.2126042423,0.452123552124
Alejandra,Spn,PERSON/PERS,-1.24354189762,16.8729677025,0.0921492921493
Pizarnik,Spn,PERSON/PERS,-5.78581100039,-1.9774651463,0.363577863578
as,Eng,O,21.478642819,13.3169383138,0.0921492921493
a,Eng,O,17.3258830744,14.3289979261,0.452123552124
doctoral,Eng,O,29.459325852,25.0544398359,0.452123552124
student,Eng,O,37.1320326488,-5.84773710413,0.452123552124
and,Eng,O,34.6599707262,16.3582560041,0.452123552124
",Punct,O,N/A,N/A,N/A
later,Eng,O,28.1927002863,13.831471427,0.452123552124
",Punct,O,N/A,N/A,N/A
in,Eng,O,24.4634706325,11.0915247383,0.452123552124
my,Eng,O,21.1466066421,8.00879906524,0.452123552124
research,Eng,O,34.2632371688,2.25502144292,0.452123552124
on,Eng,O,22.5046277778,7.2126042423,0.452123552124
contemporary,Eng,O,35.5686618531,17.9658304852,0.452123552124
women,Eng,O,30.0978534388,-5.48293894337,0.452123552124
poets,Eng,O,8.78468933472,7.90908946718,0.452123552124
from,Eng,O,30.6676542774,4.96515256355,0.452123552124
Buenos,Spn,LOCATION/LUG,7.16731918217,31.6081845578,0.0921492921493
Aires,Eng,LOCATION/LUG,15.9114510568,10.9637881424,0.0921492921493
:,Punct,O,N/A,N/A,N/A
conocer,Spn,O,6.05901964246,32.7214056538,0.0921492921493
la,Spn,O,15.0596736711,20.7584499854,0.363577863578
Argentina,Eng,LOCATION/LUG,20.6670105691,16.0510520662,0.0921492921493
.,Punct,O,N/A,N/A,N/A
I,Eng,O,17.8994570652,7.18059700701,0.452123552124
also,Eng,O,29.320750431,6.58327024401,0.452123552124
thank,Eng,O,38.2159797482,7.55426603007,0.452123552124
Pomona,Eng,LOCATION/ORG,4.40403538386,2.36453721809,0.452123552124
College’s,Eng,O/ORG,26.5544216396,4.94645328087,0.452123552124
generous,Eng,O/ORG,25.9338366793,8.38983545537,0.452123552124
sabbatical,Eng,O/ORG,16.7520001586,-0.150347040935,0.452123552124
leave,Eng,O/ORG,27.8528937032,3.60438489718,0.452123552124
policy,Eng,O,27.3582644629,15.8038649271,0.452123552124
.,Punct,O,N/A,N/A,N/A
The,Eng,O,36.4407946419,10.3298892733,0.452123552124
research,Eng,O,34.2632371688,2.25502144292,0.452123552124
",Punct,O,N/A,N/A,N/A
thinking,Eng,O,56.5955045627,-6.47141904054,0.452123552124
",Punct,O,N/A,N/A,N/A
writing—el,Eng,O,13.618539269,-27.265110393,0.452123552124
diario,Spn,O,7.8268528831,21.0014341746,0.0921492921493
vivir—in,Spn,O/ORG,-7.74324956665,7.30677324608,0.363577863578
Buenos,Spn,LOCATION/ORG,7.16731918217,31.6081845578,0.363577863578
Aires,Eng,LOCATION/ORG,15.9114510568,10.9637881424,0.0921492921493
is,Eng,O/ORG,23.1884503461,6.50431857994,0.452123552124
everywhere,Eng,O/ORG,52.1131614587,-13.6152406447,0.452123552124
reflected,Eng,O/ORG,27.7070356593,-4.0843584288,0.452123552124
in,Eng,O/ORG,24.4634706325,11.0915247383,0.452123552124
this,Eng,O/ORG,38.6553078008,5.48340823208,0.452123552124
book,Eng,O/ORG,25.1364927349,3.68494369771,0.452123552124
.,Punct,O,N/A,N/A,N/A
I,Eng,O,17.8994570652,7.18059700701,0.452123552124
will,Eng,O,29.4955568779,3.10787638792,0.452123552124
be,Eng,O,22.1673128834,7.9015135489,0.452123552124
eternally,Eng,O,17.4013747146,3.04486714597,0.452123552124
grateful,Eng,O,21.1684615173,0.0668666644528,0.452123552124
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
my,Eng,O,21.1466066421,8.00879906524,0.452123552124
longtime,Eng,O,21.2397178459,-0.733550328955,0.452123552124
friend,Eng,O,33.5689427092,12.1677904084,0.452123552124
and,Eng,O,34.6599707262,16.3582560041,0.452123552124
editor,Eng,O,16.112921543,7.16652742334,0.452123552124
Raphael,Eng,PERSON/PERS,5.6016834497,-2.90670505784,0.452123552124
Kadushin,Eng,PERSON/PERS,-6.56567006057,-17.0801364523,0.452123552124
",Punct,O,N/A,N/A,N/A
who,Eng,O,26.8346661196,-0.235257192786,0.452123552124
recognized,Eng,O,34.7364461644,-0.392963221712,0.452123552124
in,Eng,O,24.4634706325,11.0915247383,0.452123552124
my,Eng,O,21.1466066421,8.00879906524,0.452123552124
fragmentary,Eng,O,22.4952814507,-2.45481107241,0.452123552124
",Punct,O,N/A,N/A,N/A
bilingual,Eng,O,17.585738674,-3.55492057523,0.452123552124
epistolario,Spn,O,-1.21536872002,6.08758374811,0.0921492921493
the,Eng,O,36.4407946419,10.3298892733,0.0921492921493
makings,Eng,O,36.5514808319,-4.13443009794,0.452123552124
of,Eng,O,24.2129419658,8.38657685144,0.452123552124
a,Eng,O,17.3258830744,14.3289979261,0.452123552124
book,Eng,O,25.1364927349,3.68494369771,0.452123552124
.,Punct,O,N/A,N/A,N/A
Raphy,Eng,O/PERS,13.6764747614,2.43083302186,0.452123552124
never,Eng,O,34.0801171245,6.09725336733,0.452123552124
let,Eng,O,22.1214670495,10.7838721906,0.452123552124
me,Eng,O,20.4125145712,19.8593917724,0.452123552124
forget,Eng,O,31.3412556311,-0.86796554221,0.452123552124
or,Eng,O,21.8531675153,8.53192797732,0.452123552124
let,Eng,O,22.1214670495,10.7838721906,0.452123552124
go,Eng,O,21.2140467794,8.08360356719,0.452123552124
of,Eng,O,24.2129419658,8.38657685144,0.452123552124
this,Eng,O,38.6553078008,5.48340823208,0.452123552124
book,Eng,O,25.1364927349,3.68494369771,0.452123552124
",Punct,O,N/A,N/A,N/A
even,Eng,O,30.4588943693,9.98512353126,0.452123552124
during,Eng,O,30.2764336676,3.53813848913,0.452123552124
the,Eng,O,36.4407946419,10.3298892733,0.452123552124
last,Eng,O,27.1005542622,17.4049569645,0.452123552124
three,Eng,O,38.6935581964,3.78637602221,0.452123552124
years,Eng,O,40.0946025292,-3.74118701952,0.452123552124
",Punct,O,N/A,N/A,N/A
los,Spn,O,18.9596508891,24.811570061,0.0921492921493
más,Spn,O,-1.57068030001,21.9799693826,0.363577863578
trying,Eng,O,38.4741577844,-1.79466878127,0.0921492921493
de,Spn,O,13.8613083221,21.6054699814,0.0921492921493
mi,Spn,O,11.3642540999,18.8899933505,0.363577863578
vida,Spn,O,6.17152576563,22.8507216712,0.363577863578
.,Punct,O,N/A,N/A,N/A
At,Eng,O,21.6092487314,9.327932083,0.0921492921493
the,Eng,O/ORG,36.4407946419,10.3298892733,0.452123552124
University,Eng,ORGANIZATION/ORG,40.545592657,14.0100425702,0.452123552124
of,Eng,ORGANIZATION/ORG,24.2129419658,8.38657685144,0.452123552124
Wisconsin,Eng,ORGANIZATION/ORG,29.5504145188,-9.84305308364,0.452123552124
Press,Eng,ORGANIZATION/ORG,30.6199908376,15.1061268743,0.452123552124
I,Eng,O/ORG,17.8994570652,7.18059700701,0.452123552124
am,Eng,O/ORG,17.925277674,9.73847561876,0.452123552124
very,Eng,O/ORG,27.9367542041,17.271240839,0.452123552124
grateful,Eng,O/ORG,21.1684615173,0.0668666644528,0.452123552124
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
Sheila,Eng,PERSON/PERS,8.05052409327,-1.32779593201,0.452123552124
Moermond,Eng,PERSON/PERS,-1.61698285606,-6.36368013581,0.452123552124
",Punct,O,N/A,N/A,N/A
